edit_history_tweet_ids,lang,possibly_sensitive,text,created_at,reply_settings,author_id,conversation_id,id,category,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,attachments.media_keys,context_annotations,referenced_tweets,in_reply_to_user_id,entities.annotations,entities.mentions,entities.hashtags,attachments.media_source_tweet_id,attachments.poll_ids
['1862800977671209030'],pl,False,"Dziękuję mieszkańcom Kluczborka za fantastyczne spotkanie! 

Dzisiaj widzimy się w Namysłowie, Oleśnicy, Kępnie i Ostrzeszowie! https://t.co/lchcGqL0IH",2024-11-30T10:08:56.000Z,everyone,3242182113,1862800977671209030,1862800977671209030,Original,5,True,2024-11-30 11:08:56+00:00,"[{'start': 128, 'end': 151, 'url': 'https://t.co/lchcGqL0IH', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862800977671209030/photo/1', 'display_url': 'pic.x.com/lchcGqL0IH', 'media_key': '3_1862800962437488640'}, {'start': 128, 'end': 151, 'url': 'https://t.co/lchcGqL0IH', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862800977671209030/photo/1', 'display_url': 'pic.x.com/lchcGqL0IH', 'media_key': '3_1862800962424872960'}, {'start': 128, 'end': 151, 'url': 'https://t.co/lchcGqL0IH', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862800977671209030/photo/1', 'display_url': 'pic.x.com/lchcGqL0IH', 'media_key': '3_1862800962429100032'}, {'start': 128, 'end': 151, 'url': 'https://t.co/lchcGqL0IH', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862800977671209030/photo/1', 'display_url': 'pic.x.com/lchcGqL0IH', 'media_key': '3_1862800962424803329'}]",34,31,568,1,1,28053,"['3_1862800962437488640', '3_1862800962424872960', '3_1862800962429100032', '3_1862800962424803329']",,,,,,,,
['1862568383901811116'],pl,False,Niesamowita atmosfera na spotkaniu w Wieluniu! Dziękuję! https://t.co/LTFs47QZVL,2024-11-29T18:44:42.000Z,everyone,3242182113,1862568383901811116,1862568383901811116,Original,5,True,2024-11-29 19:44:42+00:00,"[{'start': 57, 'end': 80, 'url': 'https://t.co/LTFs47QZVL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862568383901811116/photo/1', 'display_url': 'pic.x.com/LTFs47QZVL', 'media_key': '3_1862568360342433792'}, {'start': 57, 'end': 80, 'url': 'https://t.co/LTFs47QZVL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862568383901811116/photo/1', 'display_url': 'pic.x.com/LTFs47QZVL', 'media_key': '3_1862568360334028800'}, {'start': 57, 'end': 80, 'url': 'https://t.co/LTFs47QZVL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862568383901811116/photo/1', 'display_url': 'pic.x.com/LTFs47QZVL', 'media_key': '3_1862568360308830208'}, {'start': 57, 'end': 80, 'url': 'https://t.co/LTFs47QZVL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862568383901811116/photo/1', 'display_url': 'pic.x.com/LTFs47QZVL', 'media_key': '3_1862568360338141184'}]",36,32,752,2,1,33292,"['3_1862568360342433792', '3_1862568360334028800', '3_1862568360308830208', '3_1862568360338141184']",,,,,,,,
['1862538518054015391'],pl,False,"To nieprawda, że Prezydent nie może obniżać podatków! https://t.co/YMwRFn52PP",2024-11-29T16:46:01.000Z,everyone,3242182113,1862538518054015391,1862538518054015391,Original,5,True,2024-11-29 17:46:01+00:00,"[{'start': 54, 'end': 77, 'url': 'https://t.co/YMwRFn52PP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862538518054015391/video/1', 'display_url': 'pic.x.com/YMwRFn52PP', 'media_key': '13_1862538448537518080'}]",138,71,2136,3,63,107137,['13_1862538448537518080'],,,,,,,,
['1862482087711773043'],pl,False,Interwencja poselska w Bełchatowie https://t.co/JN8D2TiQPW,2024-11-29T13:01:47.000Z,everyone,3242182113,1862482087711773043,1862482087711773043,Original,5,True,2024-11-29 14:01:47+00:00,"[{'start': 35, 'end': 58, 'url': 'https://t.co/JN8D2TiQPW', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862482087711773043/video/1', 'display_url': 'pic.x.com/JN8D2TiQPW', 'media_key': '13_1862481950298058752'}]",115,167,1993,11,85,107135,['13_1862481950298058752'],,,,,,,,
['1862424661037875226'],pl,False,"Bardzo dziękuję mieszkańcom Sieradza za tak ciepłe przywitanie! 

Dzisiaj widzimy się w Wieluniu i Kluczborku https://t.co/nUBthNiScv",2024-11-29T09:13:36.000Z,everyone,3242182113,1862424661037875226,1862424661037875226,Original,5,True,2024-11-29 10:13:36+00:00,"[{'start': 110, 'end': 133, 'url': 'https://t.co/nUBthNiScv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862424661037875226/photo/1', 'display_url': 'pic.x.com/nUBthNiScv', 'media_key': '3_1862424655295905792'}, {'start': 110, 'end': 133, 'url': 'https://t.co/nUBthNiScv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862424661037875226/photo/1', 'display_url': 'pic.x.com/nUBthNiScv', 'media_key': '3_1862424655329390592'}, {'start': 110, 'end': 133, 'url': 'https://t.co/nUBthNiScv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862424661037875226/photo/1', 'display_url': 'pic.x.com/nUBthNiScv', 'media_key': '3_1862424655304294400'}]",24,21,659,3,1,30387,"['3_1862424655295905792', '3_1862424655329390592', '3_1862424655304294400']",,,,,,,,
['1862211142015205706'],pl,False,30 tysięcy złotych za ławkę! https://t.co/k9criC8XXn,2024-11-28T19:05:09.000Z,everyone,3242182113,1862211142015205706,1862211142015205706,Original,5,True,2024-11-28 20:05:09+00:00,"[{'start': 29, 'end': 52, 'url': 'https://t.co/k9criC8XXn', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862211142015205706/video/1', 'display_url': 'pic.x.com/k9criC8XXn', 'media_key': '13_1862211025883271170'}]",145,145,2264,7,53,117787,['13_1862211025883271170'],,,,,,,,
['1862195647505485913'],pl,False,Tego się nie spodziewałem! Taki tłum w taką pogodę to coś naprawdę niespotykanego! Bardzo dziękuję mieszkańcom Zduńskiej Woli! https://t.co/ZED8LwY9YA,2024-11-28T18:03:34.000Z,everyone,3242182113,1862195647505485913,1862195647505485913,Original,5,True,2024-11-28 19:03:34+00:00,"[{'start': 127, 'end': 150, 'url': 'https://t.co/ZED8LwY9YA', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862195647505485913/photo/1', 'display_url': 'pic.x.com/ZED8LwY9YA', 'media_key': '3_1862195620653535232'}, {'start': 127, 'end': 150, 'url': 'https://t.co/ZED8LwY9YA', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862195647505485913/photo/1', 'display_url': 'pic.x.com/ZED8LwY9YA', 'media_key': '3_1862195620649332737'}, {'start': 127, 'end': 150, 'url': 'https://t.co/ZED8LwY9YA', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862195647505485913/photo/1', 'display_url': 'pic.x.com/ZED8LwY9YA', 'media_key': '3_1862195620657655808'}, {'start': 127, 'end': 150, 'url': 'https://t.co/ZED8LwY9YA', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862195647505485913/photo/1', 'display_url': 'pic.x.com/ZED8LwY9YA', 'media_key': '3_1862195620653436928'}]",50,79,1223,3,7,55979,"['3_1862195620653535232', '3_1862195620649332737', '3_1862195620657655808', '3_1862195620653436928']",,,,,,,,
['1862149205072007542'],pl,False,"Podczas nagrywania ostatniego filmu podszedł do mnie wyborca głosujący od lat na ugrupowania wolnościowe, podziela nasze poglądy i życzył mi powodzenia w tych wyborach.

Takie spontaniczne spotkania i Wasze słowa wsparcia dają olbrzymią motywację! Dziękuję! 

Dzisiaj o 17 widzimy… https://t.co/ukPS9aPlUN https://t.co/1w9NVbGDgE",2024-11-28T14:59:02.000Z,everyone,3242182113,1862149205072007542,1862149205072007542,Original,5,True,2024-11-28 15:59:02+00:00,"[{'start': 282, 'end': 305, 'url': 'https://t.co/ukPS9aPlUN', 'expanded_url': 'https://x.com/i/web/status/1862149205072007542', 'display_url': 'x.com/i/web/status/1…'}, {'start': 306, 'end': 329, 'url': 'https://t.co/1w9NVbGDgE', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862149205072007542/photo/1', 'display_url': 'pic.x.com/1w9NVbGDgE', 'media_key': '3_1862149193906724864'}]",34,145,1236,6,14,99608,['3_1862149193906724864'],,,,,,,,
['1862134733661986957'],pl,False,Czekam na Wasze pytania! https://t.co/YVQ7pj4mlU,2024-11-28T14:01:31.000Z,everyone,3242182113,1862134733661986957,1862134733661986957,Original,5,True,2024-11-28 15:01:31+00:00,"[{'start': 25, 'end': 48, 'url': 'https://t.co/YVQ7pj4mlU', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862134733661986957/video/1', 'display_url': 'pic.x.com/YVQ7pj4mlU', 'media_key': '13_1862134667689836544'}]",22,704,901,5,30,120104,['13_1862134667689836544'],,,,,,,,
['1862070046069084638'],pl,False,"Komisja Europejska chce wprowadzić ""Clean Industrial Deal"", który ma zarżnąć te europejskie gałęzie przemysłu, które przeżyją Zielony Ład.

Trzaskowski oczywiście będzie to popierał, bo według niego planeta płonie i trzeba zniszczyć gospodarkę, żeby ratować klimat.

To mogą być… https://t.co/L4UEPb7TYO",2024-11-28T09:44:29.000Z,everyone,3242182113,1862070046069084638,1862070046069084638,Original,5,True,2024-11-28 10:44:29+00:00,"[{'start': 280, 'end': 303, 'url': 'https://t.co/L4UEPb7TYO', 'expanded_url': 'https://x.com/i/web/status/1862070046069084638', 'display_url': 'x.com/i/web/status/1…'}]",224,83,2321,2,22,78799,,,,,,,,,
['1862049800469832177'],pl,False,"Wbrew obawom Trzaskowskiego planeta nie płonie. Ale przez Zielony Ład Europa zamienia się w skansen. Rosną rachunki za prąd, zamykają się zakłady przemysłowe.

To jest wina klimatycznych wariatów takich jak Rafał Trzaskowski, Jakub Wiech i Ostatnie Pokolenie. 

Musimy odrzucić… https://t.co/XhaqeDsuhZ",2024-11-28T08:24:02.000Z,everyone,3242182113,1862049800469832177,1862049800469832177,Original,5,True,2024-11-28 09:24:02+00:00,"[{'start': 279, 'end': 302, 'url': 'https://t.co/XhaqeDsuhZ', 'expanded_url': 'https://x.com/i/web/status/1862049800469832177', 'display_url': 'x.com/i/web/status/1…'}]",406,286,5846,16,51,204155,,,,,,,,,
['1861750018794766761'],pl,False,"Przedstawiciele KO, PSL, Polski 2050 i Lewicy zadeklarowali dziś w Europarlamencie, że będą pracować na rzecz Zielonego Ładu i Paktu Migracyjnego!

To jest skrajnie antypolskie działanie. Doprowadzi do jeszcze wyższych cen prądu i wzrostu przestępczości.

Trzeba odrzucić Zielony… https://t.co/Aaox87ISih",2024-11-27T12:32:48.000Z,everyone,3242182113,1861750018794766761,1861750018794766761,Original,5,True,2024-11-27 13:32:48+00:00,"[{'start': 281, 'end': 304, 'url': 'https://t.co/Aaox87ISih', 'expanded_url': 'https://x.com/i/web/status/1861750018794766761', 'display_url': 'x.com/i/web/status/1…'}]",300,88,3252,4,33,90344,,,,,,,,,
"['1861738798956093925', '1861739104473423964']",pl,False,"To testujemy:

- są tylko dwie płcie
- masowa imigracja zwiększa przestępczość
- klimatyści to wariaci niszczący gospodarkę
- Izrael dokonuje zbrodni wojennych https://t.co/TFgqXcWXkq",2024-11-27T11:49:26.000Z,everyone,3242182113,1861739104473423964,1861739104473423964,Quote,4,True,2024-11-27 12:48:13+00:00,"[{'start': 160, 'end': 183, 'url': 'https://t.co/TFgqXcWXkq', 'expanded_url': 'https://twitter.com/K_Smiszek/status/1861403906351190376', 'display_url': 'x.com/K_Smiszek/stat…'}]",734,411,12831,19,210,563808,,,"[{'type': 'quoted', 'id': '1861403906351190376'}]",,,,,,
['1861723798380130767'],pl,False,"Jesteśmy rozbrojeni. Będziemy w Rosjan rzucać kamieniami, jak Ewa Kopacz w dinozaury! https://t.co/xYQTngRBq0",2024-11-27T10:48:37.000Z,everyone,3242182113,1861723798380130767,1861723798380130767,Original,5,True,2024-11-27 11:48:37+00:00,"[{'start': 86, 'end': 109, 'url': 'https://t.co/xYQTngRBq0', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861723798380130767/video/1', 'display_url': 'pic.x.com/xYQTngRBq0', 'media_key': '13_1861723575931023360'}]",134,148,1954,4,72,84511,['13_1861723575931023360'],,,,,,,,
['1861694984958759041'],pl,False,"W trakcie sejmowej debaty nad ustawą o wcześniakach, minister Dziemianowicz-Bąk mówi, że wcześniaki to dzieci, o które trzeba się troszczyć.

To bardzo ciekawe, bo jeszcze niedawno to nie były dzieci, tylko płody, które można zabijać.

Gdzie jest ten magiczny moment, kiedy płód… https://t.co/p4y76Dln3E",2024-11-27T08:54:07.000Z,everyone,3242182113,1861694984958759041,1861694984958759041,Original,5,True,2024-11-27 09:54:07+00:00,"[{'start': 280, 'end': 303, 'url': 'https://t.co/p4y76Dln3E', 'expanded_url': 'https://x.com/i/web/status/1861694984958759041', 'display_url': 'x.com/i/web/status/1…'}]",220,750,3889,106,93,397048,,,,,,,,,
['1861682763641790827'],pl,False,"Rząd Tuska zobowiązał się UE do podniesienia VAT na żywność. Oczywiście dopiero po wyborach prezydenckich.

Dlatego przypominam: nie podpiszę żadnej ustawy podnoszącej lub komplikującej podatki. 

Podatki powinny być niskie i proste!",2024-11-27T08:05:33.000Z,everyone,3242182113,1861682763641790827,1861682763641790827,Original,5,True,2024-11-27 09:05:33+00:00,,376,288,5540,10,52,211304,,,,,,,,,
['1861675450210140257'],pl,False,"Za rządów Tuska aktywiści LGBTQ+ zaczęli wchodzić do szkół i demoralizować polskie dzieci.

Nie pozwólmy, żeby aktywiści LGBTQ+ weszli też do Pałacu Prezydenckiego! https://t.co/hP3vg5Sx7o",2024-11-27T07:36:30.000Z,everyone,3242182113,1861675450210140257,1861675450210140257,Original,5,True,2024-11-27 08:36:30+00:00,"[{'start': 165, 'end': 188, 'url': 'https://t.co/hP3vg5Sx7o', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861675450210140257/photo/1', 'display_url': 'pic.x.com/hP3vg5Sx7o', 'media_key': '3_1861675440974249984'}]",887,870,10666,59,121,391460,['3_1861675440974249984'],,,,,,,,
['1861523120630153266'],pl,False,"Mark Brzezinski opuszcza Polskę. Tęsknić nie będziemy, ale mógłby zabrać paru innych tęczowych polityków ze sobą. https://t.co/E3CORsyax1",2024-11-26T21:31:12.000Z,everyone,3242182113,1861523120630153266,1861523120630153266,Original,5,True,2024-11-26 22:31:12+00:00,"[{'start': 114, 'end': 137, 'url': 'https://t.co/E3CORsyax1', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861523120630153266/photo/1', 'display_url': 'pic.x.com/E3CORsyax1', 'media_key': '3_1861523048370761728'}]",224,308,3467,11,24,126006,['3_1861523048370761728'],,,,,,,,
['1861402651176444219'],pl,False,"Trump z Muskiem powołują DOGE - agencję mającą oszczędzać publiczne pieniądze, tak żeby nie były marnowane, kradzione i wydawane na głupoty.

W tym samym czasie Tusk powołuje super urząd do inwigilowania Polaków, tak żeby zabierać nam jeszcze więcej pieniędzy, które będzie można… https://t.co/L7qhqCN9h7",2024-11-26T13:32:29.000Z,everyone,3242182113,1861402651176444219,1861402651176444219,Original,5,True,2024-11-26 14:32:29+00:00,"[{'start': 281, 'end': 304, 'url': 'https://t.co/L7qhqCN9h7', 'expanded_url': 'https://x.com/i/web/status/1861402651176444219', 'display_url': 'x.com/i/web/status/1…'}]",391,258,5436,10,87,242178,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1484181943616884743', 'name': 'Cryptocoins'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '174', 'name': 'Digital Assets & Crypto', 'description': 'For cryptocurrency entities'}, 'entity': {'id': '1139229372198469633', 'name': 'Dogecoin cryptocurrency'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1836137739353292800', 'name': '2024 US Election', 'description': 'Brought to you by @Polymarket. Get live, unbiased 2024 election forecasts: https://polymarket.com/elections\n'}}]",,,,,,,
['1861172055573495810'],pl,False,"Typowa lewica: głupota, przemoc, zakłamanie, hipokryzja. https://t.co/BhCYxzzmpL",2024-11-25T22:16:11.000Z,everyone,3242182113,1861172055573495810,1861172055573495810,Original,5,True,2024-11-25 23:16:11+00:00,"[{'start': 57, 'end': 80, 'url': 'https://t.co/BhCYxzzmpL', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861172055573495810/photo/1', 'display_url': 'pic.x.com/BhCYxzzmpL', 'media_key': '3_1861172050284498945'}]",527,194,8869,9,211,269373,['3_1861172050284498945'],,,,,,,,
['1861095791286177958'],pl,False,"Zwolnijmy sprzedaż kryptowalut z podatku dochodowego!

Podatku od sprzedaży kryptowalut jest bardzo łatwo uniknąć, wystarczy wyjechać z Polski do państwa, gdzie tego podatku nie ma, np. do Niemiec (powyżej roku) lub do Dubaju.

Polska ma do wyboru zwolnić krypto z PIT lub zmusić… https://t.co/RXjMl1ka1m",2024-11-25T17:13:08.000Z,everyone,3242182113,1861095791286177958,1861095791286177958,Original,5,True,2024-11-25 18:13:08+00:00,"[{'start': 281, 'end': 304, 'url': 'https://t.co/RXjMl1ka1m', 'expanded_url': 'https://x.com/i/web/status/1861095791286177958', 'display_url': 'x.com/i/web/status/1…'}]",636,976,7993,115,210,1001018,,,,,,,,,
['1861042714021617985'],pl,False,"Stawką tych wyborów jest też to, czy przyszły prezydent będzie chodził w paradzie równości, czy w Marszu Niepodległości.

#TęczowyRafał #Mentzen2025 https://t.co/vWDigvJeCC",2024-11-25T13:42:14.000Z,everyone,3242182113,1861042714021617985,1861042714021617985,Original,5,True,2024-11-25 14:42:14+00:00,"[{'start': 149, 'end': 172, 'url': 'https://t.co/vWDigvJeCC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861042714021617985/photo/1', 'display_url': 'pic.x.com/vWDigvJeCC', 'media_key': '3_1861042658635816960'}, {'start': 149, 'end': 172, 'url': 'https://t.co/vWDigvJeCC', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1861042714021617985/photo/1', 'display_url': 'pic.x.com/vWDigvJeCC', 'media_key': '3_1861042684019789824'}]",683,1077,13363,100,243,712055,"['3_1861042658635816960', '3_1861042684019789824']",,,,,,"[{'start': 122, 'end': 135, 'tag': 'TęczowyRafał'}, {'start': 136, 'end': 148, 'tag': 'Mentzen2025'}]",,
['1860752600154472658'],pl,False,"Niech się Pan, Panie Karolu nie przejmuje. Mi też kiedyś nie wyszło przemówienie. Jeszcze będzie lepiej.

Liczę na zdrową i uczciwą rywalizację.

Niech wygra lepszy!",2024-11-24T18:29:25.000Z,everyone,3242182113,1860752600154472658,1860752600154472658,Original,5,True,2024-11-24 19:29:25+00:00,,161,614,7354,45,96,573679,,,,,,,,,
['1860673860783251671'],pl,False,Tak będzie! ;) https://t.co/4pnZABZwmd,2024-11-24T13:16:32.000Z,everyone,3242182113,1860673860783251671,1860673860783251671,Quote,5,True,2024-11-24 14:16:32+00:00,"[{'start': 15, 'end': 38, 'url': 'https://t.co/4pnZABZwmd', 'expanded_url': 'https://twitter.com/Dj_Glaz_/status/1860467323255066902', 'display_url': 'x.com/Dj_Glaz_/statu…'}]",110,253,4950,8,104,225575,,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1836137739353292800', 'name': '2024 US Election', 'description': 'Brought to you by @Polymarket. Get live, unbiased 2024 election forecasts: https://polymarket.com/elections\n'}}]","[{'type': 'quoted', 'id': '1860467323255066902'}]",,,,,,
['1860339817600450729'],pl,False,"Wczoraj w Kwidzynie dowiedziałem się, że mój wyborca nie może przyjść na spotkanie ze mną ze względu na pracę, więc postanowiłem odwiedzić go po wiecu! :) https://t.co/q7Pm4L9p7P",2024-11-23T15:09:10.000Z,everyone,3242182113,1860339817600450729,1860339817600450729,Original,5,True,2024-11-23 16:09:10+00:00,"[{'start': 155, 'end': 178, 'url': 'https://t.co/q7Pm4L9p7P', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860339817600450729/video/1', 'display_url': 'pic.x.com/q7Pm4L9p7P', 'media_key': '13_1860339703729344512'}]",264,442,9028,57,425,880458,['13_1860339703729344512'],,,,,,,,
['1860314820576444757'],pl,False,"Cały czas wracam myślami do wczorajszego spotkania w Kwidzynie. Piątek wieczór, zaczynaliśmy o 20:00, zimno, ciemno. A na spotkaniu były setki entuzjastycznie reagujących ludzi.

Jeszcze raz bardzo wam dziękuję za obecność i gorącą atmosferę!

Z takim wsparciem, z taką energią,… https://t.co/LbdA0nblQ2 https://t.co/FddR8WrItv",2024-11-23T13:29:50.000Z,everyone,3242182113,1860314820576444757,1860314820576444757,Original,5,True,2024-11-23 14:29:50+00:00,"[{'start': 280, 'end': 303, 'url': 'https://t.co/LbdA0nblQ2', 'expanded_url': 'https://x.com/i/web/status/1860314820576444757', 'display_url': 'x.com/i/web/status/1…'}, {'start': 304, 'end': 327, 'url': 'https://t.co/FddR8WrItv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860314820576444757/photo/1', 'display_url': 'pic.x.com/FddR8WrItv', 'media_key': '3_1860314813190086656'}]",43,57,1149,7,7,64577,['3_1860314813190086656'],,,,,,,,
['1860277856607125612'],pl,False,"PO stawia na tęczowych aktywistów, CPK w Berlinie, niebieskie jajo i biały klocek w centrum Warszawy. 

Bardzo dobrze. Chcącemu nie dzieje się krzywda. 

#Mentzen2025 https://t.co/HXOgdc2XvF",2024-11-23T11:02:57.000Z,everyone,3242182113,1860277856607125612,1860277856607125612,Original,5,True,2024-11-23 12:02:57+00:00,"[{'start': 167, 'end': 190, 'url': 'https://t.co/HXOgdc2XvF', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1860277856607125612/video/1', 'display_url': 'pic.x.com/HXOgdc2XvF', 'media_key': '13_1860277719063224320'}]",374,392,4402,32,111,288400,['13_1860277719063224320'],,,,,,"[{'start': 154, 'end': 166, 'tag': 'Mentzen2025'}]",,
