edit_history_tweet_ids,lang,possibly_sensitive,text,created_at,reply_settings,author_id,conversation_id,id,category,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,attachments.media_keys,context_annotations,referenced_tweets,in_reply_to_user_id,entities.annotations,entities.mentions,entities.hashtags,attachments.media_source_tweet_id,attachments.poll_ids
['1853118569921323086'],pl,False,"Z rozbawieniem i rosnącym niedowierzaniem przeczytałem wywiad z prof. Włodzimierzem Lengauerem w Gazecie Wyborczej, zatytułowany :” Prościej jest żyć według Jana Pawła II niż Marka Aureliusza. Dlaczego Mentzen i prawica wygrywają”.

Przyznaję, że nie mam pojęcia, kim jest prof.… https://t.co/FaEUPsv9dN",2024-11-03T16:54:31.000Z,everyone,3242182113,1853118569921323086,1853118569921323086,Original,5,False,2024-11-03 17:54:31+00:00,"[{'start': 280, 'end': 303, 'url': 'https://t.co/FaEUPsv9dN', 'expanded_url': 'https://x.com/i/web/status/1853118569921323086', 'display_url': 'x.com/i/web/status/1…'}]",150,151,1679,13,96,97399,,,,,,,,,
['1852279746094084356'],pl,False,"Zapaliłem znicz pod Ponikiem Pamięci Ofiar Barbarki w Toruniu. W tym podtoruńskim lesie Niemcy jesienią 1939 roku zamordowali ponad 600 Polaków.

Ofiary tej zbrodni straciły życie tylko z jednego powodu - byli przedstawicielami polskiej elity społecznej i intelektualnej —… https://t.co/rXJAp0dRGj https://t.co/PF0SlqGUo7",2024-11-01T09:21:19.000Z,everyone,3242182113,1852279746094084356,1852279746094084356,Original,5,True,2024-11-01 10:21:19+00:00,"[{'start': 274, 'end': 297, 'url': 'https://t.co/rXJAp0dRGj', 'expanded_url': 'https://x.com/i/web/status/1852279746094084356', 'display_url': 'x.com/i/web/status/1…'}, {'start': 298, 'end': 321, 'url': 'https://t.co/PF0SlqGUo7', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1852279746094084356/photo/1', 'display_url': 'pic.x.com/PF0SlqGUo7', 'media_key': '3_1852279716742336512'}]",236,256,3584,10,91,192337,['3_1852279716742336512'],,,,,,,,
['1852037334075576526'],pl,False,"Zupełnie nie rozumiem tego, że spora część Polaków nie czuje się zaniepokojona tym, że mamy atakować mocarstwo atomowe. 

Bo to, że nie niepokoi to Sikorskiego to rozumiem. W razie czego w chwilę będzie w Nowym Jorku z żoną i dziećmi. 

Ale my tu będziemy musieli zostać.",2024-10-31T17:18:04.000Z,everyone,3242182113,1852037334075576526,1852037334075576526,Original,5,True,2024-10-31 18:18:04+00:00,,889,981,9907,49,145,616971,,,,,,,,,
['1851666714766815344'],pl,False,"Freakfighty to oczywiście patologia. Ale to nie powód, by tego zakazać.

Gdyby zakazywać każdej patologii, to trzeba by zdelegalizować też Lewicę, Gazetę Wyborczą i Polski system podatkowy.",2024-10-30T16:45:21.000Z,everyone,3242182113,1851666714766815344,1851666714766815344,Original,5,True,2024-10-30 17:45:21+00:00,,252,677,9198,54,112,367799,,,,,,,,,
['1851660274702352666'],pl,False,"Jeśli Lewica coś lubi, to ma to być legalne i darmowe.

A jak Lewica czegoś nie lubi, to ma to być zakazane. 

Uważam, że jeżeli dwóch dorosłych ludzi chce się okładać po mordach, to państwo nie powinno w to ingerować.  

Dlaczego dwóch facetów według Lewicy powinno móc wziąć… https://t.co/1zkagGhZQj https://t.co/UvJ8aFcSJM",2024-10-30T16:19:46.000Z,everyone,3242182113,1851660274702352666,1851660274702352666,Quote,5,True,2024-10-30 17:19:46+00:00,"[{'start': 278, 'end': 301, 'url': 'https://t.co/1zkagGhZQj', 'expanded_url': 'https://x.com/i/web/status/1851660274702352666', 'display_url': 'x.com/i/web/status/1…'}, {'start': 302, 'end': 325, 'url': 'https://t.co/UvJ8aFcSJM', 'expanded_url': 'https://twitter.com/KotulaKat/status/1851219291661590859', 'display_url': 'x.com/KotulaKat/stat…'}]",58,247,2471,24,60,345033,,,"[{'type': 'quoted', 'id': '1851219291661590859'}]",,,,,,
['1851550012980756799'],pl,False,"Rząd Tuska planując budżet na 2024 pomylił się o 56 mld zł. Miało być 184 mld zł deficytu, będzie 240 mld zł.

Na 2025 r. zaplanowali 289 mld zł deficytu, ile będzie naprawdę?

Tempo, w jakim rząd rozwala budżet, jest chyba nawet większe, od tempa rozwalania praworządności!",2024-10-30T09:01:37.000Z,everyone,3242182113,1851550012980756799,1851550012980756799,Original,5,True,2024-10-30 10:01:37+00:00,,371,351,4311,9,75,193147,,,,,,,,,
['1851299582141231499'],en,False,You will own nothing and be happy about it. But ask yourself: who will really be happy? https://t.co/cDuCOmet2A,2024-10-29T16:26:30.000Z,everyone,3242182113,1851299582141231499,1851299582141231499,Original,5,True,2024-10-29 17:26:30+00:00,"[{'start': 88, 'end': 111, 'url': 'https://t.co/cDuCOmet2A', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1851299582141231499/video/1', 'display_url': 'pic.x.com/cDuCOmet2A', 'media_key': '13_1851299147565174784'}]",77,198,1274,53,122,159249,['13_1851299147565174784'],,,,,,,,
['1851277121672335554'],pl,False,"Według Prezydenta Andrzeja Dudy Ukraina przestała się liczyć z Polską bo, nie mamy już broni, którą możemy im przekazać.

Niemożliwe. Ukraina nigdy by tego nie zrobiła.",2024-10-29T14:57:15.000Z,everyone,3242182113,1851277121672335554,1851277121672335554,Original,5,True,2024-10-29 15:57:15+00:00,,243,185,6839,4,72,179713,,,,,,,,,
['1851230350669705438'],pl,False,"W poprzedniej kampanii siedział, gdy jego żona pracowała w kuchni.

Teraz siedzi, gdy kobieta obok niego stoi.

Prawdziwy dżentelmen. https://t.co/BdmMJrpa15",2024-10-29T11:51:24.000Z,everyone,3242182113,1851230350669705438,1851230350669705438,Original,5,True,2024-10-29 12:51:24+00:00,"[{'start': 134, 'end': 157, 'url': 'https://t.co/BdmMJrpa15', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1851230350669705438/photo/1', 'display_url': 'pic.x.com/BdmMJrpa15', 'media_key': '3_1851229689836089344'}]",902,1314,14010,70,284,685363,['3_1851229689836089344'],,,,,,,,
['1851176871897034814'],pl,False,"Trump mówił, Hitler też mówił.

Trump pił wodę, Hitler też pił wodę. 

I obaj przemawiali na stojąco.

Czysty faszyzm. https://t.co/TAXsAlnqxe",2024-10-29T08:18:54.000Z,everyone,3242182113,1851176871897034814,1851176871897034814,Original,5,True,2024-10-29 09:18:54+00:00,"[{'start': 119, 'end': 142, 'url': 'https://t.co/TAXsAlnqxe', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1851176871897034814/photo/1', 'display_url': 'pic.x.com/TAXsAlnqxe', 'media_key': '3_1851176866071089152'}]",151,378,4325,16,74,132957,['3_1851176866071089152'],"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '799022225751871488', 'name': 'Donald Trump', 'description': '45th US President, Donald Trump'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291447199595782144', 'name': 'United States politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1665772587467653121', 'name': '2024 US Presidential Election', 'description': '2024 US Presidential Election'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1836137739353292800', 'name': '2024 US Election', 'description': 'Brought to you by @Polymarket. Get live, unbiased 2024 election forecasts: https://polymarket.com/elections\n'}}]",,,,,,,
['1850829744364814349'],pl,False,"Z takimi kosztami prądu, życie w Polsce będzie bardzo drogie, a produkcja stanie się nieopłacalna.

To wina nie tylko polityki Unii Europejskiej, ale i kolejnych polskich rządów.

Gdyby nie wysokie podatki i opłaty za emisję CO2, prąd w Polsce mógłby być tani! https://t.co/K0HyEIqI1v",2024-10-28T09:19:32.000Z,everyone,3242182113,1850829744364814349,1850829744364814349,Original,5,True,2024-10-28 10:19:32+00:00,"[{'start': 261, 'end': 284, 'url': 'https://t.co/K0HyEIqI1v', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850829744364814349/photo/1', 'display_url': 'pic.x.com/K0HyEIqI1v', 'media_key': '3_1850828920070733824'}]",116,129,1365,5,28,108024,['3_1850828920070733824'],,,,,,,,
['1850616237627224110'],pl,False,"Dzisiaj z okazji 82 urodzin @JkmMikke rozpadła się Lewica.

200 lat dalszego masakrowania lewaków Panie Prezesie!",2024-10-27T19:11:08.000Z,everyone,3242182113,1850616237627224110,1850616237627224110,Original,5,True,2024-10-27 20:11:08+00:00,,158,325,7815,30,105,297303,,,,,,"[{'start': 28, 'end': 37, 'username': 'JkmMikke', 'id': '2858025183'}]",,,
['1850611335622443083'],pl,False,"Skoro dziś Tusk wrzucił zdjęcie z kotem, to i ja wam pokażę kota, który uciekł Rymanowskiemu z piwnicy :) https://t.co/c84m9kzsH6",2024-10-27T18:51:39.000Z,everyone,3242182113,1850611335622443083,1850611335622443083,Original,5,True,2024-10-27 19:51:39+00:00,"[{'start': 106, 'end': 129, 'url': 'https://t.co/c84m9kzsH6', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850611335622443083/photo/1', 'display_url': 'pic.x.com/c84m9kzsH6', 'media_key': '3_1850611330874531840'}]",75,165,5001,8,101,168638,['3_1850611330874531840'],,,,,,,,
['1850554980001845552'],pl,False,"Sytuacja w Razem za każdym razem bawi coraz bardziej. Część Razem nie chce być razem z Razem i wyszła z Razem, zostając razem z Lewicą w rządzie. Reszta Razem zostaje razem w Razem. Jest jeszcze Paulina Matysiak, która chce być razem z Razem, ale Razem nie chce być razem z nią.",2024-10-27T15:07:43.000Z,everyone,3242182113,1850554980001845552,1850554980001845552,Original,5,True,2024-10-27 16:07:43+00:00,,187,244,4865,23,120,184964,,,,,,,,,
['1850473205275742572'],pl,False,Fantastyczna atmosfera na wczorajszym spotkaniu w Końskich! https://t.co/UOT6iwrfWb,2024-10-27T09:42:46.000Z,everyone,3242182113,1850473205275742572,1850473205275742572,Original,5,True,2024-10-27 10:42:46+00:00,"[{'start': 60, 'end': 83, 'url': 'https://t.co/UOT6iwrfWb', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850473205275742572/photo/1', 'display_url': 'pic.x.com/UOT6iwrfWb', 'media_key': '3_1850473198485139456'}, {'start': 60, 'end': 83, 'url': 'https://t.co/UOT6iwrfWb', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850473205275742572/photo/1', 'display_url': 'pic.x.com/UOT6iwrfWb', 'media_key': '3_1850473198493573120'}, {'start': 60, 'end': 83, 'url': 'https://t.co/UOT6iwrfWb', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850473205275742572/photo/1', 'display_url': 'pic.x.com/UOT6iwrfWb', 'media_key': '3_1850473198485114880'}, {'start': 60, 'end': 83, 'url': 'https://t.co/UOT6iwrfWb', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850473205275742572/photo/1', 'display_url': 'pic.x.com/UOT6iwrfWb', 'media_key': '3_1850473198485209089'}]",27,30,528,2,3,30385,"['3_1850473198485139456', '3_1850473198493573120', '3_1850473198485114880', '3_1850473198485209089']",,,,,,,,
['1850233008218947799'],pl,False,Aż tylu osób na spotkaniu w liczącym 4000 mieszkańców Małogoszczu zupełnie się nie spodziewałem! Bardzo Wam dziękuję! https://t.co/i6vBjNkOli,2024-10-26T17:48:19.000Z,everyone,3242182113,1850233008218947799,1850233008218947799,Original,5,True,2024-10-26 18:48:19+00:00,"[{'start': 118, 'end': 141, 'url': 'https://t.co/i6vBjNkOli', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850233008218947799/photo/1', 'display_url': 'pic.x.com/i6vBjNkOli', 'media_key': '3_1850232995757621249'}, {'start': 118, 'end': 141, 'url': 'https://t.co/i6vBjNkOli', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850233008218947799/photo/1', 'display_url': 'pic.x.com/i6vBjNkOli', 'media_key': '3_1850232995774406656'}, {'start': 118, 'end': 141, 'url': 'https://t.co/i6vBjNkOli', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850233008218947799/photo/1', 'display_url': 'pic.x.com/i6vBjNkOli', 'media_key': '3_1850232995766063104'}, {'start': 118, 'end': 141, 'url': 'https://t.co/i6vBjNkOli', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850233008218947799/photo/1', 'display_url': 'pic.x.com/i6vBjNkOli', 'media_key': '3_1850232995765985280'}]",27,64,575,2,6,37078,"['3_1850232995757621249', '3_1850232995774406656', '3_1850232995766063104', '3_1850232995765985280']",,,,,,,,
['1850200682701185113'],pl,False,Świetne spotkanie w przepięknym Sandomierzu. Bardzo Wam dziękuję! https://t.co/QfoYNOM5aP,2024-10-26T15:39:52.000Z,everyone,3242182113,1850200682701185113,1850200682701185113,Original,5,True,2024-10-26 16:39:52+00:00,"[{'start': 66, 'end': 89, 'url': 'https://t.co/QfoYNOM5aP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850200682701185113/photo/1', 'display_url': 'pic.x.com/QfoYNOM5aP', 'media_key': '3_1850200670894469120'}, {'start': 66, 'end': 89, 'url': 'https://t.co/QfoYNOM5aP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850200682701185113/photo/1', 'display_url': 'pic.x.com/QfoYNOM5aP', 'media_key': '3_1850200670860963840'}, {'start': 66, 'end': 89, 'url': 'https://t.co/QfoYNOM5aP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850200682701185113/photo/1', 'display_url': 'pic.x.com/QfoYNOM5aP', 'media_key': '3_1850200670856777728'}, {'start': 66, 'end': 89, 'url': 'https://t.co/QfoYNOM5aP', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850200682701185113/photo/1', 'display_url': 'pic.x.com/QfoYNOM5aP', 'media_key': '3_1850200670877646848'}]",16,32,375,1,2,22207,"['3_1850200670894469120', '3_1850200670860963840', '3_1850200670856777728', '3_1850200670877646848']",,,,,,,,
['1850146003799748666'],pl,False,Świetne spotkanie w Ostrowcu Świętokrzyskim! Bardzo dziękuję! https://t.co/lVPcLxFxmq,2024-10-26T12:02:36.000Z,everyone,3242182113,1850146003799748666,1850146003799748666,Original,5,True,2024-10-26 13:02:36+00:00,"[{'start': 62, 'end': 85, 'url': 'https://t.co/lVPcLxFxmq', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850146003799748666/photo/1', 'display_url': 'pic.x.com/lVPcLxFxmq', 'media_key': '3_1850145981083611136'}, {'start': 62, 'end': 85, 'url': 'https://t.co/lVPcLxFxmq', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850146003799748666/photo/1', 'display_url': 'pic.x.com/lVPcLxFxmq', 'media_key': '3_1850145981066883072'}, {'start': 62, 'end': 85, 'url': 'https://t.co/lVPcLxFxmq', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850146003799748666/photo/1', 'display_url': 'pic.x.com/lVPcLxFxmq', 'media_key': '3_1850145981087752192'}, {'start': 62, 'end': 85, 'url': 'https://t.co/lVPcLxFxmq', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850146003799748666/photo/1', 'display_url': 'pic.x.com/lVPcLxFxmq', 'media_key': '3_1850145981100437505'}]",12,22,247,0,6,19560,"['3_1850145981083611136', '3_1850145981066883072', '3_1850145981087752192', '3_1850145981100437505']",,,,,,,,
['1850082529841189084'],pl,False,"Dzisiaj Ostrowiec Świętokrzyski, Sandomierz, Małogoszcz i Końskie!

#Mentzen2025 https://t.co/34TxGyHV0q",2024-10-26T07:50:22.000Z,everyone,3242182113,1850082529841189084,1850082529841189084,Original,5,True,2024-10-26 08:50:22+00:00,"[{'start': 81, 'end': 104, 'url': 'https://t.co/34TxGyHV0q', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1850082529841189084/photo/1', 'display_url': 'pic.x.com/34TxGyHV0q', 'media_key': '3_1850082156523159556'}]",5,35,140,2,1,33277,['3_1850082156523159556'],,,,,,"[{'start': 68, 'end': 80, 'tag': 'Mentzen2025'}]",,
['1849851682265629056'],pl,False,Bardzo dziękuję za spotkanie w Skarżysku-Kamiennej! https://t.co/X9f7WUXYdS,2024-10-25T16:33:04.000Z,everyone,3242182113,1849851682265629056,1849851682265629056,Original,5,True,2024-10-25 17:33:04+00:00,"[{'start': 52, 'end': 75, 'url': 'https://t.co/X9f7WUXYdS', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1849851682265629056/photo/1', 'display_url': 'pic.x.com/X9f7WUXYdS', 'media_key': '3_1849851651433046017'}, {'start': 52, 'end': 75, 'url': 'https://t.co/X9f7WUXYdS', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1849851682265629056/photo/1', 'display_url': 'pic.x.com/X9f7WUXYdS', 'media_key': '3_1849851651630551040'}, {'start': 52, 'end': 75, 'url': 'https://t.co/X9f7WUXYdS', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1849851682265629056/photo/1', 'display_url': 'pic.x.com/X9f7WUXYdS', 'media_key': '3_1849851651584294913'}, {'start': 52, 'end': 75, 'url': 'https://t.co/X9f7WUXYdS', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1849851682265629056/photo/1', 'display_url': 'pic.x.com/X9f7WUXYdS', 'media_key': '3_1849851651613655048'}]",10,29,325,3,1,23612,"['3_1849851651433046017', '3_1849851651630551040', '3_1849851651584294913', '3_1849851651613655048']",,,,,,,,
['1849729212967457214'],pl,False,"Dzisiaj na trasie #Mentzen2025 Skarżysko-Kamienna i Starachowice!

Do zobaczenia! https://t.co/FTwqYn0rPv",2024-10-25T08:26:25.000Z,everyone,3242182113,1849729212967457214,1849729212967457214,Original,5,True,2024-10-25 09:26:25+00:00,"[{'start': 82, 'end': 105, 'url': 'https://t.co/FTwqYn0rPv', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1849729212967457214/photo/1', 'display_url': 'pic.x.com/FTwqYn0rPv', 'media_key': '3_1849729199256248320'}]",6,17,148,3,2,21943,['3_1849729199256248320'],,,,,,"[{'start': 18, 'end': 30, 'tag': 'Mentzen2025'}]",,
['1848792927847256169'],pl,False,"Zaraz się okaże, że jak nie będzie stać ludzi samochód i ogrzewanie, to to też będzie dobre dla klimatu. https://t.co/LPYbF2CkZQ",2024-10-22T18:25:57.000Z,everyone,3242182113,1848792927847256169,1848792927847256169,Quote,5,True,2024-10-22 19:25:57+00:00,"[{'start': 105, 'end': 128, 'url': 'https://t.co/LPYbF2CkZQ', 'expanded_url': 'https://twitter.com/300polityka/status/1848783186261577805', 'display_url': 'x.com/300polityka/st…'}]",216,196,2996,2,20,93995,,,"[{'type': 'quoted', 'id': '1848783186261577805'}]",,,,,,
['1847916663682855280'],pl,False,"Zaskoczyliście mnie wczoraj aż taką frekwencją na spotkaniu w Piotrkowie Trybunalskim. Niestety nie wszyscy zmieścili się na sali, ale wszystkim bardzo dziękuję za wsparcie! https://t.co/X1sk7Ji19t",2024-10-20T08:23:59.000Z,everyone,3242182113,1847916663682855280,1847916663682855280,Original,5,True,2024-10-20 09:23:59+00:00,"[{'start': 174, 'end': 197, 'url': 'https://t.co/X1sk7Ji19t', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847916663682855280/photo/1', 'display_url': 'pic.x.com/X1sk7Ji19t', 'media_key': '3_1847916656871219200'}, {'start': 174, 'end': 197, 'url': 'https://t.co/X1sk7Ji19t', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847916663682855280/photo/1', 'display_url': 'pic.x.com/X1sk7Ji19t', 'media_key': '3_1847916656871288832'}, {'start': 174, 'end': 197, 'url': 'https://t.co/X1sk7Ji19t', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847916663682855280/photo/1', 'display_url': 'pic.x.com/X1sk7Ji19t', 'media_key': '3_1847916656837656576'}, {'start': 174, 'end': 197, 'url': 'https://t.co/X1sk7Ji19t', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847916663682855280/photo/1', 'display_url': 'pic.x.com/X1sk7Ji19t', 'media_key': '3_1847916656875499520'}]",23,75,659,1,6,45989,"['3_1847916656871219200', '3_1847916656871288832', '3_1847916656837656576', '3_1847916656875499520']",,,,,,,,
['1847686220564091128'],pl,False,Świetne spotkanie w Tomaszowie Mazowieckim. Bardzo dziękuję wszystkim obecnym! https://t.co/V9Zv7hJw3b,2024-10-19T17:08:17.000Z,everyone,3242182113,1847686220564091128,1847686220564091128,Original,5,True,2024-10-19 18:08:17+00:00,"[{'start': 79, 'end': 102, 'url': 'https://t.co/V9Zv7hJw3b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847686220564091128/photo/1', 'display_url': 'pic.x.com/V9Zv7hJw3b', 'media_key': '3_1847686204944236545'}, {'start': 79, 'end': 102, 'url': 'https://t.co/V9Zv7hJw3b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847686220564091128/photo/1', 'display_url': 'pic.x.com/V9Zv7hJw3b', 'media_key': '3_1847686204939997184'}, {'start': 79, 'end': 102, 'url': 'https://t.co/V9Zv7hJw3b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847686220564091128/photo/1', 'display_url': 'pic.x.com/V9Zv7hJw3b', 'media_key': '3_1847686204944216064'}, {'start': 79, 'end': 102, 'url': 'https://t.co/V9Zv7hJw3b', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847686220564091128/photo/1', 'display_url': 'pic.x.com/V9Zv7hJw3b', 'media_key': '3_1847686204939993088'}]",15,37,356,1,3,28929,"['3_1847686204944236545', '3_1847686204939997184', '3_1847686204944216064', '3_1847686204939993088']",,,,,,,,
['1847647123262541833'],pl,False,"Bardzo dziękuję za spotkanie w Rawie Mazowieckiej! 

O 17 widzimy się w Tomaszowie Mazowieckim, a o 19 w Piotrkowie Trybunalskim. Do zobaczenia! https://t.co/StJr1WVLEG",2024-10-19T14:32:56.000Z,everyone,3242182113,1847647123262541833,1847647123262541833,Original,5,True,2024-10-19 15:32:56+00:00,"[{'start': 145, 'end': 168, 'url': 'https://t.co/StJr1WVLEG', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847647123262541833/photo/1', 'display_url': 'pic.x.com/StJr1WVLEG', 'media_key': '3_1847647116006445056'}, {'start': 145, 'end': 168, 'url': 'https://t.co/StJr1WVLEG', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847647123262541833/photo/1', 'display_url': 'pic.x.com/StJr1WVLEG', 'media_key': '3_1847647116002226177'}, {'start': 145, 'end': 168, 'url': 'https://t.co/StJr1WVLEG', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847647123262541833/photo/1', 'display_url': 'pic.x.com/StJr1WVLEG', 'media_key': '3_1847647116002263040'}, {'start': 145, 'end': 168, 'url': 'https://t.co/StJr1WVLEG', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847647123262541833/photo/1', 'display_url': 'pic.x.com/StJr1WVLEG', 'media_key': '3_1847647116002283520'}]",9,21,251,0,1,24569,"['3_1847647116006445056', '3_1847647116002226177', '3_1847647116002263040', '3_1847647116002283520']",,,,,,,,
['1847619021320995298'],pl,False,"Bardzo dziękuję za spotkanie w Skierniewicach! 

Za chwilę zaczynamy spotkanie w Rawie Mazowieckiej, a następnie będę w Tomaszowie Mazowieckim oraz Piotrkowie Trybunalskim. Do zobaczenia! https://t.co/vfOnS6exQt",2024-10-19T12:41:16.000Z,everyone,3242182113,1847619021320995298,1847619021320995298,Original,5,True,2024-10-19 13:41:16+00:00,"[{'start': 188, 'end': 211, 'url': 'https://t.co/vfOnS6exQt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847619021320995298/photo/1', 'display_url': 'pic.x.com/vfOnS6exQt', 'media_key': '3_1847619014299648001'}, {'start': 188, 'end': 211, 'url': 'https://t.co/vfOnS6exQt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847619021320995298/photo/1', 'display_url': 'pic.x.com/vfOnS6exQt', 'media_key': '3_1847619014312284160'}, {'start': 188, 'end': 211, 'url': 'https://t.co/vfOnS6exQt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847619021320995298/photo/1', 'display_url': 'pic.x.com/vfOnS6exQt', 'media_key': '3_1847619014308073473'}, {'start': 188, 'end': 211, 'url': 'https://t.co/vfOnS6exQt', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847619021320995298/photo/1', 'display_url': 'pic.x.com/vfOnS6exQt', 'media_key': '3_1847619014295465984'}]",14,21,292,2,3,22491,"['3_1847619014299648001', '3_1847619014312284160', '3_1847619014308073473', '3_1847619014295465984']",,,,,,,,
['1847548354680471819'],pl,False,Zapraszam na dzisiejsze spotkanie na trasie #Mentzen2025! https://t.co/oEmijqhXDO,2024-10-19T08:00:28.000Z,everyone,3242182113,1847548354680471819,1847548354680471819,Original,5,True,2024-10-19 09:00:28+00:00,"[{'start': 58, 'end': 81, 'url': 'https://t.co/oEmijqhXDO', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847548354680471819/photo/1', 'display_url': 'pic.x.com/oEmijqhXDO', 'media_key': '3_1847548348938514432'}]",14,38,200,1,0,24365,['3_1847548348938514432'],,,,,,"[{'start': 44, 'end': 56, 'tag': 'Mentzen2025'}]",,
['1847278299107488238'],zxx,False,;) https://t.co/nOg4kFB3nQ,2024-10-18T14:07:21.000Z,everyone,3242182113,1847278299107488238,1847278299107488238,Original,5,True,2024-10-18 15:07:21+00:00,"[{'start': 3, 'end': 26, 'url': 'https://t.co/nOg4kFB3nQ', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847278299107488238/photo/1', 'display_url': 'pic.x.com/nOg4kFB3nQ', 'media_key': '3_1847278293935939584'}]",38,138,1714,13,34,320829,['3_1847278293935939584'],,,,,,,,
['1847242540568707475'],pl,False,"Już jutro premiera nowego odcinka Mentzen Grilluje Extra, w którym moim gościem będzie @RobertWinnicki! 

Zapraszam do oglądania! https://t.co/G3GTV6y502",2024-10-18T11:45:16.000Z,everyone,3242182113,1847242540568707475,1847242540568707475,Original,5,True,2024-10-18 12:45:16+00:00,"[{'start': 130, 'end': 153, 'url': 'https://t.co/G3GTV6y502', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1847242540568707475/photo/1', 'display_url': 'pic.x.com/G3GTV6y502', 'media_key': '3_1847242523401506816'}]",30,206,1311,3,14,91941,['3_1847242523401506816'],,,,,"[{'start': 87, 'end': 102, 'username': 'RobertWinnicki', 'id': '289210875'}]",,,
